Publisher,Series,Volume,Years,Issue,Current Value,Price Paid,Date Added,Issue Date
Image Comics,6 Sidekicks of Trigger Keaton,,2021-2022,1,4,3.99,6/12/2021,Jun-21
Image Comics,6 Sidekicks of Trigger Keaton,,2021-2022,2,4,3.99,10/20/2021,Jul-21
Image Comics,6 Sidekicks of Trigger Keaton,,2021-2022,3,4,3.99,1/20/2022,Aug-21
Image Comics,6 Sidekicks of Trigger Keaton,,2021-2022,4,4,3.99,10/20/2021,Sep-21
Image Comics,6 Sidekicks of Trigger Keaton,,2021-2022,5,4,3.99,1/20/2022,Oct-21
Image Comics,6 Sidekicks of Trigger Keaton,,2021-2022,6,4,3.99,1/20/2022,Nov-21
Dark Horse Comics,Abe Sapien,,2013-2017,1,3.5,3.5,9/16/2013,Apr-13
Dark Horse Comics,Abe Sapien,,2013-2017,2,3.5,3.5,9/16/2013,May-13
Dark Horse Comics,Abe Sapien,,2013-2017,3,3.5,3.5,9/16/2013,Jun-13
Dark Horse Comics,Abe Sapien,,2013-2017,4,3.5,3.5,9/16/2013,Jul-13
Dark Horse Comics,Abe Sapien,,2013-2017,5,3.5,3.5,9/16/2013,Aug-13
Dark Horse Comics,Abe Sapien,,2013-2017,6,3.5,3.5,5/16/2014,Oct-13
Dark Horse Comics,Abe Sapien,,2013-2017,7,3.5,3.5,5/16/2014,Nov-13
Dark Horse Comics,Abe Sapien,,2013-2017,8,3.5,3.5,5/16/2014,Dec-13
Dark Horse Comics,Abe Sapien,,2013-2017,14,3.5,3.5,5/16/2017,Jul-14
Dark Horse Comics,Abe Sapien,,2013-2017,15,3.5,3.5,5/16/2017,Aug-14
Dark Horse Comics,Abe Sapien,,2013-2017,16,3.5,3.5,5/9/2017,Sep-14
Dark Horse Comics,Abe Sapien,,2013-2017,17,3.5,3.5,5/9/2017,Oct-14
Dark Horse Comics,Abe Sapien,,2013-2017,18,3.5,3.5,5/8/2017,Dec-14
Dark Horse Comics,Abe Sapien: Abyssal Plain,Mini,2010,1,3.5,3.5,6/11/2011,Jun-10
Dark Horse Comics,Abe Sapien: Abyssal Plain,Mini,2010,2,3.5,3.5,6/11/2011,Jul-10
Dark Horse Comics,Abe Sapien: The Devil Does Not Jest,Mini,2011,1,3.5,3.5,3/24/2012,Sep-11
Dark Horse Comics,Abe Sapien: The Devil Does Not Jest,Mini,2011,2,3.5,3.5,12/30/2011,Oct-11
Dark Horse Comics,Abe Sapien: The Haunted Boy,One-Shot,2009,1,3.5,3.5,6/11/2011,Oct-09
Marvel Comics,All-New Doop,,2014,1,4,3.99,5/16/2014,Jun-14
Marvel Comics,All-New Doop,,2014,2,4,3.99,5/16/2017,Jul-14
Marvel Comics,All-New Doop,,2014,3,4,3.99,5/16/2017,Aug-14
Marvel Comics,All-New X-Factor,,2014-2015,1,4,3.99,5/16/2017,Mar-14
Marvel Comics,All-New X-Factor,,2014-2015,2,4,3.99,5/16/2017,Mar-14
Marvel Comics,All-New X-Factor,,2014-2015,3,4,3.99,5/16/2017,Apr-14
Marvel Comics,All-New X-Factor,,2014-2015,4,4,3.99,5/16/2017,May-14
Marvel Comics,All-New X-Factor,,2014-2015,5,4,3.99,5/16/2017,May-14
Marvel Comics,All-New X-Factor,,2014-2015,6,4,3.99,5/16/2017,Jun-14
Marvel Comics,All-New X-Factor,,2014-2015,7,4,3.99,5/16/2017,Jul-14
Marvel Comics,All-New X-Factor,,2014-2015,8,4,3.99,5/16/2017,Jul-14
Marvel Comics,All-New X-Factor,,2014-2015,9,4,3.99,5/16/2017,Aug-14
Marvel Comics,All-New X-Factor,,2014-2015,10,4,3.99,5/16/2017,Sep-14
Marvel Comics,All-New X-Factor,,2014-2015,11,4,3.99,5/16/2017,Sep-14
Marvel Comics,All-New X-Factor,,2014-2015,12,4,3.99,5/16/2017,Oct-14
Marvel Comics,All-New X-Factor,,2014-2015,13,4,3.99,5/9/2017,Nov-14
Marvel Comics,All-New X-Factor,,2014-2015,14,4,3.99,5/9/2017,Nov-14
Dark Horse Comics,Angel: Season 11,,2017-2018,5,4,3.99,5/30/2017,May-17
Dark Horse Comics,Angel: Season 11,,2017-2018,6,4,3.99,6/27/2017,Jun-17
Dark Horse Comics,Angel: Season 11,,2017-2018,7,4,3.99,7/23/2017,Jul-17
Dark Horse Comics,Angel: Season 11,,2017-2018,8,4,3.99,11/7/2017,Aug-17
Dark Horse Comics,Angel: Season 11,,2017-2018,9,4,3.99,11/7/2017,Sep-17
Dark Horse Comics,Angel: Season 11,,2017-2018,10,4,3.99,11/7/2017,Oct-17
Dark Horse Comics,Angel: Season 11,,2017-2018,11,4,3.99,2/11/2018,Nov-17
Dark Horse Comics,Angel: Season 11,,2017-2018,12,4,3.99,2/11/2018,Dec-17
Marvel Comics,Annihilators,Mini,2011,1b,10,4.99,6/11/2011,May-11
Marvel Comics,Annihilators,Mini,2011,2b,7,4.99,6/11/2011,Jun-11
Marvel Comics,Annihilators,Mini,2011,3,5,4.99,6/24/2011,Jul-11
Marvel Comics,Annihilators,Mini,2011,4,5,4.99,6/13/2011,Aug-11
Marvel Comics,Astonishing X-Men,Vol. 4,2017-2019,1,5,4.99,8/2/2017,Sep-17
Marvel Comics,Astonishing X-Men,Vol. 4,2017-2019,2,4,3.99,11/4/2017,Oct-17
Marvel Comics,Astonishing X-Men,Vol. 4,2017-2019,3,4,3.99,11/4/2017,Nov-17
Marvel Comics,Astonishing X-Men,Vol. 4,2017-2019,4,4,3.99,11/4/2017,Dec-17
Marvel Comics,Astonishing X-Men,Vol. 4,2017-2019,5,4,3.99,12/4/2017,Jan-18
Marvel Comics,Astonishing X-Men,Vol. 4,2017-2019,6,4,3.99,2/7/2018,Feb-18
Marvel Comics,Astonishing X-Men,Vol. 4,2017-2019,7b,4,3.99,2/7/2018,Mar-18
Marvel Comics,Astonishing X-Men,Vol. 4,2017-2019,8,4,3.99,4/9/2018,Apr-18
Marvel Comics,Astonishing X-Men,Vol. 4,2017-2019,9,4,3.99,5/12/2018,May-18
Marvel Comics,Astonishing X-Men,Vol. 4,2017-2019,10,4,3.99,5/12/2018,Jun-18
Marvel Comics,Astonishing X-Men,Vol. 4,2017-2019,11,4,3.99,6/9/2018,Jul-18
Marvel Comics,Astonishing X-Men,Vol. 4,2017-2019,12,4,3.99,6/20/2018,Aug-18
Marvel Comics,Astonishing X-Men,Vol. 4,2017-2019,13c,4,3.99,10/23/2019,Sep-18
Marvel Comics,Astonishing X-Men,Vol. 4,2017-2019,14,4,3.99,3/28/2019,Oct-18
Marvel Comics,Astonishing X-Men,Vol. 4,2017-2019,15,4,3.99,1/28/2019,Nov-18
Marvel Comics,Astonishing X-Men,Vol. 4,2017-2019,16,4,3.99,1/28/2019,Dec-18
Marvel Comics,Astonishing X-Men,Vol. 4,2017-2019,17,4,3.99,1/28/2019,Jan-19
Marvel Comics,Astonishing X-Men,Vol. 4,2017-2019,1,5,4.99,1/28/2019,Oct-18
Marvel Comics,Avengers / Invaders,,2008-2009,1,3,2.99,6/11/2011,Jul-08
Dark Horse Comics,B.P.R.D.: 1946,,2008,1,3,2.99,6/12/2011,Jan-08
Dark Horse Comics,B.P.R.D.: 1946,,2008,2,3,2.99,6/12/2011,Feb-08
Dark Horse Comics,B.P.R.D.: 1946,,2008,3,3,2.99,6/12/2011,Mar-08
Dark Horse Comics,B.P.R.D.: 1946,,2008,4,3,2.99,6/12/2011,Apr-08
Dark Horse Comics,B.P.R.D.: 1946,,2008,5,3,2.99,6/12/2011,May-08
Dark Horse Comics,B.P.R.D.: 1947,Mini,2009,1,3,2.99,6/12/2011,Jul-09
Dark Horse Comics,B.P.R.D.: 1947,Mini,2009,2,3,2.99,6/12/2011,Aug-09
Dark Horse Comics,B.P.R.D.: 1947,Mini,2009,3,3,2.99,6/12/2011,Sep-09
Dark Horse Comics,B.P.R.D.: 1947,Mini,2009,4,3,2.99,6/12/2011,Oct-09
Dark Horse Comics,B.P.R.D.: 1947,Mini,2009,5,3,2.99,6/12/2011,Nov-09
Dark Horse Comics,B.P.R.D.: 1948,,2012 - 2013,1,3.5,3.5,12/23/2012,Oct-12
Dark Horse Comics,B.P.R.D.: 1948,,2012 - 2013,2,3.5,3.5,3/23/2013,Nov-12
Dark Horse Comics,B.P.R.D.: 1948,,2012 - 2013,3,3.5,3.5,1/15/2013,Dec-12
Dark Horse Comics,B.P.R.D.: 1948,,2012 - 2013,4,3.5,3.5,3/31/2013,Jan-13
Dark Horse Comics,B.P.R.D.: 1948,,2012 - 2013,5,3.5,3.5,3/30/2013,Feb-13
Dark Horse Comics,B.P.R.D.: The Black Goddess,Mini,2009,1,3,2.99,6/12/2011,Jan-09
Dark Horse Comics,B.P.R.D.: The Black Goddess,Mini,2009,2,3,2.99,6/12/2011,Feb-09
Dark Horse Comics,B.P.R.D.: The Black Goddess,Mini,2009,3,3,2.99,6/12/2011,Mar-09
Dark Horse Comics,B.P.R.D.: The Black Goddess,Mini,2009,4,3,2.99,6/12/2011,Apr-09
Dark Horse Comics,B.P.R.D.: The Black Goddess,Mini,2009,5,3,2.99,6/12/2011,May-09
Dark Horse Comics,B.P.R.D.: Dead Remembered,Mini,2011,1,3.5,3.5,6/9/2011,Apr-11
Dark Horse Comics,B.P.R.D.: Dead Remembered,Mini,2011,2,3.5,3.5,6/12/2011,May-11
Dark Horse Comics,B.P.R.D.: Dead Remembered,Mini,2011,3,3.5,3.5,6/19/2011,Jun-11
Dark Horse Comics,B.P.R.D.: Devil You Know,,2017-2019,1b,4,3.99,8/2/2017,Jul-17
Dark Horse Comics,B.P.R.D.: Devil You Know,,2017-2019,2,4,3.99,12/4/2017,Aug-17
Dark Horse Comics,B.P.R.D.: Devil You Know,,2017-2019,3,4,3.99,12/4/2017,Oct-17
Dark Horse Comics,B.P.R.D.: Devil You Know,,2017-2019,4,4,3.99,2/11/2018,Nov-17
Dark Horse Comics,B.P.R.D.: Devil You Know,,2017-2019,5,4,3.99,2/11/2018,Jan-18
Dark Horse Comics,B.P.R.D.: Devil You Know,,2017-2019,7,4,3.99,6/6/2020,Jun-18
Dark Horse Comics,B.P.R.D.: Devil You Know,,2017-2019,8,4,3.99,1/10/2019,Jul-18
Dark Horse Comics,B.P.R.D.: Devil You Know,,2017-2019,9,4,3.99,1/10/2019,Aug-18
Dark Horse Comics,B.P.R.D.: Devil You Know,,2017-2019,10,4,3.99,3/28/2019,Sep-18
Dark Horse Comics,B.P.R.D.: Devil You Know,,2017-2019,11,4,3.99,11/16/2019,Dec-18
Dark Horse Comics,B.P.R.D.: Devil You Know,,2017-2019,12,4,3.99,1/23/2020,Jan-19
Dark Horse Comics,B.P.R.D.: Devil You Know,,2017-2019,13,4,3.99,1/23/2020,Feb-19
Dark Horse Comics,B.P.R.D.: Devil You Know,,2017-2019,14,4,3.99,1/23/2020,Mar-19
Dark Horse Comics,B.P.R.D.: Devil You Know,,2017-2019,15,4,3.99,6/2/2019,Apr-19
Dark Horse Comics,B.P.R.D.: The Ectoplasmic Man,One-Shot,2008,One-shot,3,2.99,6/12/2011,Jun-08
Dark Horse Comics,B.P.R.D.: Hell on Earth,,2013-2018,103,3.5,3.5,1/29/2013,Jan-13
Dark Horse Comics,B.P.R.D.: Hell on Earth,,2013-2018,104,3.5,3.5,3/30/2013,Feb-13
Dark Horse Comics,B.P.R.D.: Hell on Earth,,2013-2018,105,3.5,3.5,9/16/2013,Mar-13
Dark Horse Comics,B.P.R.D.: Hell on Earth,,2013-2018,106,3.5,3.5,8/21/2013,Apr-13
Dark Horse Comics,B.P.R.D.: Hell on Earth,,2013-2018,107,3.5,3.5,8/22/2013,May-13
Dark Horse Comics,B.P.R.D.: Hell on Earth,,2013-2018,108,3.5,3.5,9/16/2013,Jul-13
Dark Horse Comics,B.P.R.D.: Hell on Earth,,2013-2018,109,3.5,3.5,9/16/2013,Jul-13
Dark Horse Comics,B.P.R.D.: Hell on Earth,,2013-2018,110,3.5,3.5,5/16/2014,Aug-13
Dark Horse Comics,B.P.R.D.: Hell on Earth,,2013-2018,111,3.5,3.5,5/16/2014,Sep-13
Dark Horse Comics,B.P.R.D.: Hell on Earth,,2013-2018,112,3.5,3.5,5/16/2014,Oct-13
Dark Horse Comics,B.P.R.D.: Hell on Earth,,2013-2018,113,3.5,3.5,5/16/2014,Nov-13
Dark Horse Comics,B.P.R.D.: Hell on Earth,,2013-2018,114,3.5,3.5,5/16/2014,Dec-13
Dark Horse Comics,B.P.R.D.: Hell on Earth,,2013-2018,119,3.5,3.5,5/15/2017,May-14
Dark Horse Comics,B.P.R.D.: Hell on Earth,,2013-2018,120,3.5,3.5,5/15/2017,Jun-14
Dark Horse Comics,B.P.R.D.: Hell on Earth,,2013-2018,121,3.5,3.5,5/15/2017,Jul-14
Dark Horse Comics,B.P.R.D.: Hell on Earth,,2013-2018,122,3.5,3.5,5/15/2017,Aug-14
Dark Horse Comics,B.P.R.D.: Hell on Earth,,2013-2018,123,3.5,3.5,5/8/2017,Sep-14
Dark Horse Comics,B.P.R.D.: Hell on Earth,,2013-2018,124,3.5,3.5,5/8/2017,Oct-14
Dark Horse Comics,B.P.R.D.: Hell on Earth,,2013-2018,125,3.5,3.5,5/8/2017,Nov-14
Dark Horse Comics,B.P.R.D.: Hell on Earth,,2013-2018,126,3.5,3.5,5/7/2017,Dec-14
Dark Horse Comics,B.P.R.D.: Hell on Earth,,2013-2018,127,3.5,3.5,5/7/2017,Jan-15
Dark Horse Comics,B.P.R.D.: Hell on Earth,,2013-2018,128,3.5,3.5,5/7/2017,Feb-15
Dark Horse Comics,B.P.R.D.: Hell on Earth - Devil's Engine,Mini,2012,1,3.5,3.5,6/2/2012,May-12
Dark Horse Comics,B.P.R.D.: Hell on Earth - Devil's Engine,Mini,2012,2,3.5,3.5,7/15/2012,Jun-12
Dark Horse Comics,B.P.R.D.: Hell on Earth - Devil's Engine,Mini,2012,3,3.5,3.5,12/23/2012,Jul-12
Dark Horse Comics,B.P.R.D.: Hell on Earth - Exorcism,Mini,2012,1,3.5,3.5,7/15/2012,Jun-12
Dark Horse Comics,B.P.R.D.: Hell on Earth - Exorcism,Mini,2012,2,3.5,3.5,12/23/2012,Jul-12
Dark Horse Comics,B.P.R.D.: Hell on Earth - Gods,Mini,2011,2,3.5,3.5,6/12/2011,Feb-11
Dark Horse Comics,B.P.R.D.: Hell on Earth - Gods,Mini,2011,3,3.5,3.5,6/12/2011,Mar-11
Dark Horse Comics,B.P.R.D.: Hell on Earth - Long Death,Mini,2012,1,3.5,3.5,3/28/2012,Feb-12
Dark Horse Comics,B.P.R.D.: Hell on Earth - Long Death,Mini,2012,2,3.5,3.5,4/28/2012,Mar-12
Dark Horse Comics,B.P.R.D.: Hell on Earth - Long Death,Mini,2012,3,3.5,3.5,4/28/2012,Apr-12
Dark Horse Comics,B.P.R.D.: Hell on Earth - Monsters,Mini,2011,1,3.5,3.5,8/1/2011,Jul-11
Dark Horse Comics,B.P.R.D.: Hell on Earth - Monsters,Mini,2011,2,3.5,3.5,3/28/2012,Aug-11
Dark Horse Comics,B.P.R.D.: Hell on Earth - New World,,2010,1,3.5,3.5,6/12/2011,Aug-10
Dark Horse Comics,B.P.R.D.: Hell on Earth - New World,,2010,2,3.5,3.5,6/12/2011,Sep-10
Dark Horse Comics,B.P.R.D.: Hell on Earth - New World,,2010,3,3.5,3.5,6/12/2011,Oct-10
Dark Horse Comics,B.P.R.D.: Hell on Earth - New World,,2010,4,3.5,3.5,6/12/2011,Nov-10
Dark Horse Comics,B.P.R.D.: Hell on Earth - Pickens County Horror,Mini,2012,1,3.5,3.5,4/28/2012,Mar-12
Dark Horse Comics,B.P.R.D.: Hell on Earth - Pickens County Horror,Mini,2012,2,3.5,3.5,4/29/2012,Apr-12
Dark Horse Comics,B.P.R.D.: Hell on Earth - Return of the Master,,2012,1,3.5,3.5,12/23/2012,Aug-12
Dark Horse Comics,B.P.R.D.: Hell on Earth - Return of the Master,,2012,2,3.5,3.5,12/23/2012,Sep-12
Dark Horse Comics,B.P.R.D.: Hell on Earth - Return of the Master,,2012,3,3.5,3.5,12/23/2012,Oct-12
Dark Horse Comics,B.P.R.D.: Hell on Earth - Return of the Master,,2012,4,3.5,3.5,12/23/2012,Nov-12
Dark Horse Comics,B.P.R.D.: Hell on Earth - Return of the Master,,2012,5,3.5,3.5,1/15/2013,Dec-12
Dark Horse Comics,B.P.R.D.: Hell on Earth - Russia,,2011-2012,1,3.5,3.5,3/24/2012,Sep-11
Dark Horse Comics,B.P.R.D.: Hell on Earth - Russia,,2011-2012,2,3.5,3.5,12/30/2011,Oct-11
Dark Horse Comics,B.P.R.D.: Hell on Earth - Russia,,2011-2012,3,3.5,3.5,3/24/2012,Nov-11
Dark Horse Comics,B.P.R.D.: Hell on Earth - Russia,,2011-2012,4,3.5,3.5,3/11/2012,Dec-11
Dark Horse Comics,B.P.R.D.: Hell on Earth - Russia,,2011-2012,5,3.5,3.5,3/28/2012,Jan-12
Dark Horse Comics,B.P.R.D.: Hell on Earth - Transformation of J.H. O'Donnell,One-Shot,2012,1,3.5,3.5,7/14/2012,May-12
Dark Horse Comics,B.P.R.D.: Killing Ground,,2007,1,3,2.99,6/12/2011,Aug-07
Dark Horse Comics,B.P.R.D.: Killing Ground,,2007,2,3,2.99,6/12/2011,Sep-07
Dark Horse Comics,B.P.R.D.: Killing Ground,,2007,3,3,2.99,6/12/2011,Oct-07
Dark Horse Comics,B.P.R.D.: Killing Ground,,2007,4,3,2.99,6/12/2011,Nov-07
Dark Horse Comics,B.P.R.D.: Killing Ground,,2007,5,3,2.99,6/12/2011,Dec-07
Dark Horse Comics,B.P.R.D.: Vampire,,2013,1,3.5,3.5,9/16/2013,Mar-13
Dark Horse Comics,B.P.R.D.: Vampire,,2013,2,3.5,3.5,9/16/2013,Apr-13
Dark Horse Comics,B.P.R.D.: Vampire,,2013,3,3.5,3.5,9/16/2013,May-13
Dark Horse Comics,B.P.R.D.: Vampire,,2013,4,3.5,3.5,9/16/2013,Jun-13
Dark Horse Comics,B.P.R.D.: Vampire,,2013,5,3.5,3.5,9/16/2013,Jul-13
Dark Horse Comics,B.P.R.D.: Warning,,2008-2009,1,3,2.99,6/12/2011,Jul-08
Dark Horse Comics,B.P.R.D.: Warning,,2008-2009,2,3,2.99,6/12/2011,Aug-08
Dark Horse Comics,B.P.R.D.: Warning,,2008-2009,3,3,2.99,6/12/2011,Sep-08
Dark Horse Comics,B.P.R.D.: Warning,,2008-2009,4,3,2.99,6/12/2011,Oct-08
Dark Horse Comics,B.P.R.D.: Warning,,2008-2009,5,3,2.99,6/12/2011,Nov-08
Dark Horse Comics,Baltimore: Chapel of Bones,Mini,2013,1,3.5,3.5,5/16/2014,Jan-14
